"","Binomial","class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","lat","lon","fullCountry","temp","precip"
"442","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.42973,19.229056,"South Africa",15.4,679
"443","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.057227,35.708603,"Israel",16.7,632
"444","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.135741,35.684988,"Israel",16.7,632
"445","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-3.264262,36.852951,"Tanzania, United Republic of",18.9,1086
"446","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.768944,35.737864,"Israel",19.8,414
"447","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-3.243867,35.511932,"Tanzania, United Republic of",17.4,935
"448","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.048055,35.682567,"Israel",16.7,632
"449","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.993082,35.691282,"Israel",19,480
"450","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.374071,18.895508,"South Africa",15.5,726
"451","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.010636,35.758098,"Israel",16.7,632
"452","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.045069,35.672125,"Israel",16.7,632
"453","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.889059,35.670894,"Israel",19,480
"454","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-33.958008,18.402979,"South Africa",16.4,908
"455","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.021362,23.900242,"South Africa",15.6,1101
"456","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.992233,35.691525,"Israel",19,480
"457","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.850053,35.649492,"Israel",21,479
"458","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.197987,18.451474,"South Africa",16,735
"459","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.140599,35.687974,"Israel",16.7,632
"460","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.372734,18.894051,"South Africa",15.5,726
"461","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-27.030947,18.036632,"Namibia",19.7,127
"462","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.759617,35.73156,"Israel",19.8,414
"463","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.992779,35.691113,"Israel",19,480
"464","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-24.584669,17.654429,"Namibia",20.2,200
"465","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-28.239223,31.184316,"South Africa",18.9,829
"466","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,11.306181,2.010498,"Benin",27.7,965
"467","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.768099,35.688275,"Israel",19.8,414
"468","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.117496,35.723518,"Israel",16.7,632
"469","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,11.315334,1.960154,"Benin",27.7,955
"470","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.738089,35.655847,"Israel",21.8,396
"471","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,11.315573,1.960185,"Benin",27.7,955
"472","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.870238,35.692051,"Israel",19,480
"473","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.353287,18.918114,"South Africa",15.5,726
"474","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-20.726661,14.68302,"Namibia",21.8,163
"475","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,11.103092,1.751246,"Benin",27.7,982
"476","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-33.957921,18.403154,"South Africa",16.4,908
"477","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-32.08354,19.08969,"South Africa",17.4,287
"478","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.132267,35.719814,"Israel",16.7,632
"479","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-3.225529,37.987289,"Kenya",22.2,641
"480","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.353064,18.483284,"South Africa",16.4,575
"481","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-21.018326,16.425518,"Namibia",18.9,420
"482","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-19.333265,15.871596,"Namibia",22.3,390
"483","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-26.411551,18.185806,"Namibia",20.4,163
"484","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-22.269505,16.900808,"Namibia",20,356
"485","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-0.399625,36.088826,"Kenya",17.2,827
"486","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-17.238006,12.245348,"Namibia",19.3,75
"487","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-19.217072,15.713506,"Namibia",22.1,379
"488","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-0.460271,36.227361,"Kenya",16.3,790
"489","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.57893,35.608938,"Lebanon",15.6,1128
"490","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.357139,18.474026,"South Africa",16.4,575
"491","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.197934,18.451356,"South Africa",16,735
"492","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.135708,35.685452,"Israel",16.7,632
"493","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.20229,18.457117,"South Africa",16,735
"494","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.929861,35.63595,"Israel",21,479
"495","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,32.905824,35.747043,"Israel",19,480
"496","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-0.885547,36.306692,"Kenya",16.2,724
"497","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-32.369875,27.102837,"South Africa",13.5,906
"498","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.453156,20.400154,"South Africa",17.5,546
"499","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.102593,23.385086,"South Africa",16.7,889
"500","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.421071,20.556107,"South Africa",17.2,570
"501","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.356842,18.473988,"South Africa",16.4,575
"502","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.2,18.45,"South Africa",16,735
"503","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,31.470793,35.389271,"Israel",23.6,109
"504","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-28.592875,20.338197,"South Africa",20.2,154
"505","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-33.958588,18.403504,"South Africa",16.4,908
"506","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,3.72921,33.68926,"Uganda",22.6,754
"507","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-3.015074,34.376377,"Tanzania, United Republic of",21.2,868
"508","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,31.469733,35.394569,"Israel",23.6,109
"509","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,31.457487,35.363841,"Israel",23.6,109
"510","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-28.593026,20.337572,"South Africa",20.2,154
"511","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.197635,18.452081,"South Africa",16,735
"512","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,33.058181,35.708957,"Israel",16.7,632
"513","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-28.579028,20.267625,"South Africa",20.5,145
"514","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.352082,18.486611,"South Africa",16.4,575
"515","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.144771,18.425446,"South Africa",16.3,924
"516","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,29.992544,35.068248,"Israel",22.6,39
"517","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-33.762161,20.039679,"South Africa",16.3,352
"518","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-34.35705,18.47396,"South Africa",16.4,575
"519","Procavia capensis","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,NA,NA,14,500,0.999315537,NA,2025,2458,NA,NA,NA,50.8685,NA,NA,19.15,NA,NA,NA,NA,-0.357525,36.056186,"Kenya",17.2,827
