"","Binomial","class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","lat","lon","fullCountry","temp","precip"
"224","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,0.644629,37.356037,"Kenya",23.2,595
"225","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-3.095629,38.472158,"Kenya",24.7,876
"226","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.774638,26.010736,"Zambia",21,819
"227","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.153994,34.685651,"Tanzania, United Republic of",21.3,889
"228","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.435828,34.8224,"Tanzania, United Republic of",20.6,852
"229","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-7.570561,34.983372,"Tanzania, United Republic of",22.9,601
"230","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.145946,34.816254,"Tanzania, United Republic of",21.3,889
"231","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-7.704017,34.883995,"Tanzania, United Republic of",22.9,643
"232","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-7.712905,34.903648,"Tanzania, United Republic of",22.9,643
"233","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-3.014356,38.211007,"Kenya",24,735
"234","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.416667,37,"Mozambique",19.8,1693
"235","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-19.647184,31.216734,"Zimbabwe",18.5,650
"236","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.44687,34.80642,"Tanzania, United Republic of",20.6,852
"237","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.75103,34.78044,"Tanzania, United Republic of",19.7,867
"238","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-20.45,30.666667,"Zimbabwe",20.1,685
"239","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-20.35,31,"Zimbabwe",20.5,746
"240","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-20.45,30.816667,"Zimbabwe",20.1,685
"241","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-20.116667,30.666667,"Zimbabwe",19.1,635
"242","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.4716,34.85855,"Tanzania, United Republic of",20.2,810
"243","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,1.4,35.56667,"Kenya",22,720
"244","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,2.06667,35.46667,"Kenya",25.4,432
"245","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,1.016416,35.000125,"Kenya",18.1,1065
"246","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,2.13333,36.85,"Kenya",20.7,526
"247","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-1.20568,37.25,"Kenya",19.7,865
"248","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-14.199621,28.169434,"Zambia",20.6,973
"249","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-14.73,34.37,"Mozambique",19.4,986
"250","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.166667,37.683333,"Kenya",22.6,612
"251","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-21,31.53,"Zimbabwe",22.6,555
"252","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-4.26667,38.05,"Tanzania, United Republic of",23.3,758
"253","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.733333,40.166667,"Kenya",26.7,819
"254","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-11.12121,14.36667,"Angola",23.2,816
"255","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.06667,13.55,"Angola",18.1,794
"256","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-12.46667,15.18333,"Angola",19.1,1283
"257","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.55,33.416672,"Tanzania, United Republic of",22.8,960
"258","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.316667,32.400002,"South Sudan",25.5,1141
"259","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.1,32.849998,"South Sudan",22.7,1137
"260","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.266667,32.816666,"South Sudan",25.7,1059
"261","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.233333,32.766666,"South Sudan",25.7,1059
"262","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.416667,32.566666,"South Sudan",26.8,965
"263","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.51667,32.900002,"Tanzania, United Republic of",22.6,1041
"264","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,4.666667,36.866665,"Ethiopia",27.2,357
"265","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-5.85,34.950001,"Tanzania, United Republic of",22.7,600
"266","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.444182,34.825779,"Tanzania, United Republic of",20.6,852
"267","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,9.1,38.700001,"Ethiopia",14.5,1145
"268","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,8,38.833332,"Ethiopia",19.3,814
"269","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,10.416667,38.200001,"Ethiopia",17,1144
"270","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,10.45,38.183334,"Ethiopia",17,1144
"271","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,12.083333,37.716667,"Ethiopia",19.9,1073
"272","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,12.55,37.066666,"Ethiopia",19.9,1140
"273","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,12.6,37.466667,"Ethiopia",18.7,1159
"274","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,7.833334,39.333332,"Ethiopia",11.6,1139
"275","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,6.7,37.883335,"Ethiopia",21.3,1065
"276","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,7.166667,42.133335,"Ethiopia",27.2,330
"277","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-0.93333,36.56667,"Kenya",14.6,1162
"278","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,9.766666,44.683334,"Somalia",20.7,401
"279","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-0.25,35.73333,"Kenya",14.3,1138
"280","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.125,13.375,"Angola",17.3,796
"281","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,5.0597,36.035599,"Ethiopia",28.2,472
"282","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.125,13.125,"Angola",23.9,431
"283","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-12.73515,14.73604,"Angola",19.6,1298
"284","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-13.375,13.625,"Angola",22.8,806
"285","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-2.4167,35,"Tanzania, United Republic of",19.3,783
"286","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-0.7167,36.416698,"Kenya",16.7,736
"287","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-12.375,13.6875,"Angola",24.1,498
"288","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.125,13.625,"Angola",18.1,794
"289","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-12.125,15.375,"Angola",20.4,1221
"290","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.375,13.625,"Angola",20.1,643
"291","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-9.625,14.375,"Angola",24.8,708
"292","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-15.375,13.875,"Angola",19.9,732
"293","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-13.625,13.875,"Angola",22.2,1002
"294","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-16.625,13.875,"Angola",21,449
"295","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-8.625,14.375,"Angola",24.2,946
"296","Heterohyrax brucei","Mammalia","Hyracoidea","Procaviidae","Heterohyrax","brucei",NA,"Yellow-spotted Rock Hyrax",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,NA,NA,NA,51.4495,NA,NA,NA,NA,NA,NA,NA,-13.625,15.125,"Angola",18.3,1201
